	rank	word	text	happs	stdDev
688	689	necklace	necklace	6.9	1.165
689	690	paintings	paintings	6.9	1.594
690	691	stability	stability	6.9	1.488
691	692	voyage	voyage	6.9	1.3286
692	693	worthy	worthy	6.9	1.6812
693	694	fulfill	fulfill	6.9	1.3423
694	695	eternity	eternity	6.9	1.9596
695	696	accuracy	accuracy	6.88	1.1718
696	697	bookstores	bookstores	6.88	1.4518
697	698	breeze	breeze	6.88	1.3346
698	699	bunny	bunny	6.88	1.7916
699	700	cheese	cheese	6.88	1.4377
700	701	comics	comics	6.88	1.3498
701	702	donated	donated	6.88	1.2395
702	703	easter	easter	6.88	1.698
703	704	education	education	6.88	1.6117
704	705	email	email	6.88	1.3192
705	706	farmer	farmer	6.88	1.6243
706	707	female	female	6.88	1.272
707	708	flavor	flavor	6.88	1.2229
708	709	friday	friday	6.88	1.686
709	710	moms	moms	6.88	1.7687
710	711	photo	photo	6.88	1.3944
711	712	pillow	pillow	6.88	1.2229
712	713	pure	pure	6.88	1.3498
713	714	saved	saved	6.88	1.507
714	715	shakespeare	shakespeare	6.88	1.7802
715	716	survived	survived	6.88	1.4797
716	717	taste	taste	6.88	1.272
717	718	valued	valued	6.88	1.1183
718	719	vitamin	vitamin	6.88	1.3797
719	720	infants	infants	6.88	1.6283
720	721	silk	silk	6.88	1.4525
721	722	dreamed	dreamed	6.87	1.3922
722	723	#music	#music	6.86	1.8953
723	724	acceptance	acceptance	6.86	1.2779
724	725	banana	banana	6.86	1.2938
725	726	breakfast	breakfast	6.86	1.143
726	727	cooperative	cooperative	6.86	1.3999
727	728	dancer	dancer	6.86	1.5388
728	729	grace	grace	6.86	1.5254
729	730	greatly	greatly	6.86	1.3403
730	731	guarantee	guarantee	6.86	1.3095
731	732	improved	improved	6.86	1.3554
732	733	improvement	improvement	6.86	1.2618
733	734	independent	independent	6.86	1.8071
734	735	liking	liking	6.86	0.8809
735	736	paris	paris	6.86	1.6661
736	737	pasta	pasta	6.86	1.4144
737	738	photographs	photographs	6.86	1.4984
738	739	recipes	recipes	6.86	1.3095
739	740	relationships	relationships	6.86	1.125
740	741	relief	relief	6.86	1.6037
741	742	sailing	sailing	6.86	1.4848
742	743	science	science	6.86	1.578
743	744	seas	seas	6.86	1.6289
744	745	toast	toast	6.86	1.4144
745	746	truly	truly	6.86	0.9691
746	747	platinum	platinum	6.86	1.8484
747	748	superstar	superstar	6.86	1.9685
748	749	understands	understands	6.86	1.2076
749	750	accurately	accurately	6.84	1.4619
750	751	advantage	advantage	6.84	1.2835
751	752	belonging	belonging	6.84	1.2993
752	753	buddy	buddy	6.84	1.0568
753	754	childhood	childhood	6.84	1.8556
754	755	daylight	daylight	6.84	1.4049
755	756	discover	discover	6.84	1.4049
756	757	forgiveness	forgiveness	6.84	1.9832
757	758	great-grandmother	great-grandmother	6.84	1.8223
758	759	hopefully	hopefully	6.84	1.5167
759	760	horses	horses	6.84	1.4758
760	761	interested	interested	6.84	1.0947
761	762	kid	kid	6.84	1.4758
762	763	live	live	6.84	1.5167
763	764	lol	lol	6.84	1.7884
764	765	movie	movie	6.84	1.9832
765	766	popularity	popularity	6.84	1.5696
766	767	solution	solution	6.84	1.3756
767	768	swim	swim	6.84	1.2993
768	769	toy	toy	6.84	2.034
769	770	understanding	understanding	6.84	1.1669
770	771	universe	universe	6.84	1.2835
771	772	woman	woman	6.84	1.6458
772	773	woohoo	woohoo	6.84	2.044
773	774	rivers	rivers	6.84	1.5322
774	775	sail	sail	6.84	1.5592
775	776	cared	cared	6.83	1.2738
776	777	active	active	6.82	1.7692
777	778	artists	artists	6.82	1.4241
778	779	babe	babe	6.82	1.2728
779	780	believes	believes	6.82	1.1899
780	781	born	born	6.82	1.6499
781	782	champagne	champagne	6.82	1.746
782	783	compassion	compassion	6.82	1.9026
783	784	completed	completed	6.82	1.3656
784	785	create	create	6.82	1.1008
785	786	dedicated	dedicated	6.82	1.32
786	787	experienced	experienced	6.82	1.1726
787	788	fathers	fathers	6.82	1.826
788	789	first	first	6.82	1.4803
789	790	gains	gains	6.82	1.4803
790	791	heal	heal	6.82	1.4525
791	792	new	new	6.82	1.1373
792	793	significant	significant	6.82	1.0821
793	794	singer	singer	6.82	1.4525
794	795	surprisingly	surprisingly	6.82	1.32
795	796	young	young	6.82	1.2403
796	797	mansion	mansion	6.82	1.6288
797	798	prevail	prevail	6.82	1.7281
798	799	qualified	qualified	6.81	1.5664
799	800	air	air	6.8	1.6537
800	801	amazon	amazon	6.8	1.5386
801	802	animal	animal	6.8	1.8516
802	803	bedroom	bedroom	6.8	1.4428
803	804	camera	camera	6.8	1.2936
804	805	cream	cream	6.8	1.2936
805	806	dreamer	dreamer	6.8	1.4983
806	807	forgiven	forgiven	6.8	1.5253
807	808	highest	highest	6.8	1.7613
808	809	horse	horse	6.8	1.5119
809	810	magic	magic	6.8	1.7613
810	811	manners	manners	6.8	1.2454
811	812	naturally	naturally	6.8	1.6036
812	813	novels	novels	6.8	1.6903
813	814	performers	performers	6.8	1.2617
814	815	pies	pies	6.8	1.3702
815	816	protect	protect	6.8	1.4142
816	817	santa	santa	6.8	1.7728
817	818	shared	shared	6.8	1.3401
818	819	smooth	smooth	6.8	1.178
819	820	together	together	6.8	1.5908
820	821	uncle	uncle	6.8	1.5649
821	822	efficient	efficient	6.8	1.5135
822	823	elevated	elevated	6.8	1.1899
823	824	cafe	cafe	6.78	1.4469
824	825	coke	coke	6.78	1.6199
825	826	completion	completion	6.78	1.3445
826	827	coolest	coolest	6.78	1.8103
827	828	creation	creation	6.78	1.4039
828	829	dogs	dogs	6.78	1.8215
829	830	effectiveness	effectiveness	6.78	1.2664
830	831	esteemed	esteemed	6.78	1.4039
831	832	finished	finished	6.78	1.4184
832	833	glee	glee	6.78	1.8658
833	834	green	green	6.78	1.6938
834	835	heartbeat	heartbeat	6.78	1.7058
835	836	island	island	6.78	1.5425
836	837	jukebox	jukebox	6.78	1.5817
837	838	medal	medal	6.78	1.4327
838	839	mom's	mom's	6.78	1.6199
839	840	museums	museums	6.78	1.7177
840	841	painting	painting	6.78	1.1657
841	842	pie	pie	6.78	1.7177
842	843	pool	pool	6.78	1.4609
843	844	reading	reading	6.78	1.4609
844	845	real	real	6.78	1.2002
845	846	ruby	ruby	6.78	1.2664
846	847	share	share	6.78	1.4039
847	848	sons	sons	6.78	1.6199
848	849	traveling	traveling	6.78	1.6695
849	850	variety	variety	6.78	1.3138
850	851	wonders	wonders	6.78	1.8876
851	852	worth	worth	6.78	1.3445
852	853	guaranteed	guaranteed	6.78	1.1773
853	854	raindrops	raindrops	6.78	1.4181
854	855	visions	visions	6.78	1.3733
855	856	pearls	pearls	6.77	1.7041
856	857	america	america	6.76	1.5194
857	858	easy	easy	6.76	1.598
858	859	effective	effective	6.76	1.2867
859	860	future	future	6.76	1.4223
860	861	humans	humans	6.76	1.4507
861	862	intimate	intimate	6.76	1.3024
862	863	married	married	6.76	1.8468
863	864	muffin	muffin	6.76	1.2382
864	865	papa	papa	6.76	1.9332
865	866	plus	plus	6.76	1.4923
866	867	popcorn	popcorn	6.76	1.8245
867	868	savior	savior	6.76	1.6233
868	869	seasons	seasons	6.76	1.2216
869	870	shop	shop	6.76	1.0412
870	871	sister	sister	6.76	1.6483
871	872	style	style	6.76	1.6233
872	873	supporter	supporter	6.76	1.2216
873	874	switzerland	switzerland	6.76	1.5059
874	875	tenderly	tenderly	6.76	1.6233
875	876	top	top	6.76	1.5194
876	877	oxygen	oxygen	6.76	1.422
877	878	rhyme	rhyme	6.76	1.1995
878	879	allright	allright	6.74	1.5624
879	880	american	american	6.74	1.5228
880	881	artist	artist	6.74	1.4401
881	882	capable	capable	6.74	1.6759
882	883	complete	complete	6.74	1.2423
883	884	convenient	convenient	6.74	1.2257
884	885	courtesy	courtesy	6.74	1.0844
885	886	donate	donate	6.74	1.3372
886	887	drinks	drinks	6.74	1.4259
887	888	father's	father's	6.74	1.3822
888	889	fine	fine	6.74	1.3674
889	890	focused	focused	6.74	1.1395
890	891	guitars	guitars	6.74	1.3969
891	892	hi	hi	6.74	1.0654
892	893	integrity	integrity	6.74	1.5093
893	894	justice	justice	6.74	1.9568
894	895	lake	lake	6.74	1.6759
895	896	mankind	mankind	6.74	1.6011
896	897	mentor	mentor	6.74	1.1214
897	898	merit	merit	6.74	1.209
898	899	performance	performance	6.74	1.3372
899	900	plant	plant	6.74	1.3524
900	901	prepared	prepared	6.74	1.0654
901	902	raise	raise	6.74	1.209
902	903	romeo	romeo	6.74	1.712
903	904	shiny	shiny	6.74	1.2257
904	905	sugar	sugar	6.74	1.9358
905	906	surprising	surprising	6.74	1.2906
906	907	technology	technology	6.74	1.4957
907	908	treat	treat	6.74	1.712
908	909	university	university	6.74	1.3822
909	910	wishing	wishing	6.74	1.0461
910	911	yes	yes	6.74	1.4542
911	912	desires	desires	6.73	1.4688
912	913	wished	wished	6.73	1.4109
913	914	4-bedroom	4-bedroom	6.72	1.4988
914	915	attract	attract	6.72	1.1436
915	916	bike	bike	6.72	1.3856
916	917	car	car	6.72	2.1
917	918	civilization	civilization	6.72	1.3099
918	919	classy	classy	6.72	1.0309
919	920	confirmed	confirmed	6.72	1.2296
920	921	costumes	costumes	6.72	1.1256
921	922	creating	creating	6.72	1.1613
922	923	culture	culture	6.72	1.8075
923	924	finish	finish	6.72	1.4148
924	925	gallery	gallery	6.72	1.2784
925	926	knowing	knowing	6.72	1.3559
926	927	lifelong	lifelong	6.72	1.4434
927	928	momma	momma	6.72	1.7384
928	929	neat	neat	6.72	1.4434
929	930	niece	niece	6.72	1.3559
930	931	online	online	6.72	1.2784
931	932	orchestra	orchestra	6.72	1.3708
932	933	plays	plays	6.72	1.5784
933	934	revenue	revenue	6.72	1.5258
934	935	shower	shower	6.72	1.5124
935	936	spiritual	spiritual	6.72	1.9487
936	937	surprised	surprised	6.72	1.3559
937	938	tremendous	tremendous	6.72	1.5913
938	939	values	values	6.72	1.5654
939	940	villages	villages	6.72	1.3708
940	941	warm	warm	6.72	1.7961
941	942	doggy	doggy	6.71	2.1794
942	943	hallelujah	hallelujah	6.71	1.9896
943	944	candle	candle	6.71	1.5704
944	945	secured	secured	6.71	1.1478
945	946	valid	valid	6.71	1.4434
946	947	agree	agree	6.7	1.1824
947	948	anniversary	anniversary	6.7	1.8434
948	949	antiques	antiques	6.7	1.374
949	950	believe	believe	6.7	1.594
950	951	bucks	bucks	6.7	1.6812
951	952	cruise	cruise	6.7	1.9614
952	953	dancers	dancers	6.7	1.6067
953	954	dine	dine	6.7	1.4033
954	955	dog	dog	6.7	1.8434
955	956	florida	florida	6.7	1.6568
956	957	grandsons	grandsons	6.7	1.9086
957	958	grants	grants	6.7	1.2495
958	959	hired	hired	6.7	1.488
959	960	learn	learn	6.7	1.4178
960	961	marriage	marriage	6.7	2.27
961	962	mum	mum	6.7	1.7525
962	963	partner	partner	6.7	1.2495
963	964	productive	productive	6.7	1.1294
964	965	rockin	rockin	6.7	1.7525
965	966	teaches	teaches	6.7	1.0926
966	967	treats	treats	6.7	1.5682
967	968	tv	tv	6.7	1.5017
968	969	water	water	6.7	1.2164
969	970	grin	grin	6.69	1.7465
970	971	invention	invention	6.69	1.3103
971	972	virtues	virtues	6.69	1.4318
972	973	brains	brains	6.69	1.4754
973	974	sensation	sensation	6.68	1.4004
974	975	ability	ability	6.68	0.9988
975	976	ace	ace	6.68	1.6835
976	977	animals	animals	6.68	2.0247
977	978	bake	bake	6.68	1.4061
978	979	bridegroom	bridegroom	6.68	1.4205
979	980	desire	desire	6.68	1.3619
980	981	famous	famous	6.68	2.0045
981	982	forest	forest	6.68	1.5706
982	983	fountain	fountain	6.68	1.2848
983	984	goodmorning	goodmorning	6.68	1.9213
984	985	greater	greater	6.68	1.3161
985	986	grow	grow	6.68	1.2196
986	987	heritage	heritage	6.68	1.3468
987	988	landscape	landscape	6.68	1.1683
988	989	liberties	liberties	6.68	1.7076
989	990	living	living	6.68	1.2196
990	991	lyrics	lyrics	6.68	1.5576
991	992	mercy	mercy	6.68	1.7664
992	993	museum	museum	6.68	1.463
993	994	novel	novel	6.68	1.463
994	995	palace	palace	6.68	1.6468
995	996	pianist	pianist	6.68	1.4061
996	997	potential	potential	6.68	1.0774
997	998	power	power	6.68	1.4907
998	999	privilege	privilege	6.68	1.6468
999	1000	proceed	proceed	6.68	1.2526
1000	1001	promised	promised	6.68	1.0774
1001	1002	river	river	6.68	1.3316
1002	1003	scotland	scotland	6.68	1.4907
1003	1004	shares	shares	6.68	1.2196
1004	1005	skating	skating	6.68	1.2848
1005	1006	thanx	thanx	6.68	1.8565
1006	1007	theatre	theatre	6.68	1.5312
1007	1008	tours	tours	6.68	1.5312
1008	1009	well	well	6.68	1.2526
1009	1010	acceptable	acceptable	6.67	1.2143
1010	1011	possibilities	possibilities	6.67	1.4774
1011	1012	accurate	accurate	6.67	1.0383
1012	1013	candles	candles	6.67	1.4923
1013	1014	approve	approve	6.66	1.5986
1014	1015	assets	assets	6.66	1.6239
1015	1016	aunt	aunt	6.66	1.5729
1016	1017	career	career	6.66	1.423
1017	1018	charms	charms	6.66	1.3793
1018	1019	communicate	communicate	6.66	1.0224
1019	1020	competent	competent	6.66	1.6856
1020	1021	currency	currency	6.66	1.5201
1021	1022	dedication	dedication	6.66	1.3644
1022	1023	dvd	dvd	6.66	1.4086
1023	1024	eligible	eligible	6.66	1.2715
1024	1025	fan	fan	6.66	1.0422
1025	1026	firefighters	firefighters	6.66	1.423
1026	1027	greet	greet	6.66	1.5598
1027	1028	motivation	motivation	6.66	1.4514
1028	1029	nieces	nieces	6.66	1.4514
1029	1030	personality	personality	6.66	1.5201
1030	1031	powers	powers	6.66	1.3188
1031	1032	raises	raises	6.66	1.6239
1032	1033	sculpture	sculpture	6.66	1.2554
1033	1034	survivors	survivors	6.66	1.3342
1034	1035	tea	tea	6.66	1.6612
1035	1036	television	television	6.66	1.5858
1036	1037	tour	tour	6.66	1.4654
1037	1038	pony	pony	6.65	1.4076
1038	1039	rhythm	rhythm	6.65	1.5619
1039	1040	bird	bird	6.64	1.5487
1040	1041	care	care	6.64	1.6507
1041	1042	cat	cat	6.64	1.977
1042	1043	cook	cook	6.64	1.495
1043	1044	corn	corn	6.64	1.1563
1044	1045	deposits	deposits	6.64	1.4107
1045	1046	expert	expert	6.64	1.3211
1046	1047	high	high	6.64	1.2081
1047	1048	holy	holy	6.64	1.7815
1048	1049	invite	invite	6.64	1.4251
1049	1050	leading	leading	6.64	1.5086
1050	1051	photographer	photographer	6.64	1.2898
1051	1052	picture	picture	6.64	1.3056
1052	1053	promising	promising	6.64	1.1205
1053	1054	recover	recover	6.64	1.6258
1054	1055	recovered	recovered	6.64	1.3211
1055	1056	recovery	recovery	6.64	1.495
1056	1057	salad	salad	6.64	1.7114
1057	1058	shops	shops	6.64	1.2415
1058	1059	solutions	solutions	6.64	1.3815
1059	1060	sparks	sparks	6.64	1.3056
1060	1061	sport	sport	6.64	1.6874
1061	1062	supreme	supreme	6.64	1.3365
1062	1063	theaters	theaters	6.64	1.663
1063	1064	tunes	tunes	6.64	1.3815
1064	1065	unite	unite	6.64	1.1911
1065	1066	volunteers	volunteers	6.64	1.4813
1066	1067	simplicity	simplicity	6.62	1.5246
1067	1068	attained	attained	6.62	1.3981
1068	1069	book's	book's	6.62	1.3686
1069	1070	cameras	cameras	6.62	1.2919
1070	1071	chatting	chatting	6.62	1.2436
1071	1072	crown	crown	6.62	1.4693
1072	1073	disney	disney	6.62	1.6646
1073	1074	dresses	dresses	6.62	1.713
1074	1075	heartfelt	heartfelt	6.62	1.8832
1075	1076	homes	homes	6.62	1.2436
1076	1077	husband	husband	6.62	1.7484
1077	1078	immortal	immortal	6.62	1.6523
1078	1079	invest	invest	6.62	1.028
1079	1080	kitty	kitty	6.62	1.8614
1080	1081	offer	offer	6.62	1.028
1081	1082	organized	organized	6.62	1.2436
1082	1083	performances	performances	6.62	1.3686
1083	1084	perfume	perfume	6.62	1.6149
1084	1085	pray	pray	6.62	1.968
1085	1086	rescue	rescue	6.62	1.6646
1086	1087	restaurants	restaurants	6.62	1.783
1087	1088	salaries	salaries	6.62	1.817
1088	1089	sisters	sisters	6.62	1.689
1089	1090	slept	slept	6.62	1.5635
1090	1091	steak	steak	6.62	1.9784
1091	1092	stories	stories	6.62	1.5894
1092	1093	varieties	varieties	6.62	1.3076
1093	1094	vision	vision	6.62	1.2103
1094	1095	wife	wife	6.62	1.8058
1095	1096	youth	youth	6.62	1.8832
1096	1097	zoo	zoo	6.62	1.968
1097	1098	stimulation	stimulation	6.61	1.3512
1098	1099	touching	touching	6.61	1.681
1099	1100	furnished	furnished	6.6	1.2673
1100	1101	suitable	suitable	6.6	0.893
1101	1102	album	album	6.6	1.1066
1102	1103	amour	amour	6.6	1.6162
1103	1104	art	art	6.6	1.4983
1104	1105	beam	beam	6.6	1.3702
1105	1106	captain	captain	6.6	1.6288
1106	1107	certainty	certainty	6.6	1.3553
1107	1108	child's	child's	6.6	1.3702
1108	1109	clothing	clothing	6.6	1.3093
1109	1110	conservation	conservation	6.6	1.2778
1110	1111	desired	desired	6.6	1.5649
1111	1112	dress	dress	6.6	1.178
1112	1113	favorited	favorited	6.6	1.7613
1113	1114	females	females	6.6	1.6903
1114	1115	growth	growth	6.6	1.088
1115	1116	helps	helps	6.6	1.5649
1116	1117	highly	highly	6.6	1.178
1117	1118	ideals	ideals	6.6	1.6162
1118	1119	lady	lady	6.6	1.4569
1119	1120	lime	lime	6.6	1.3401
1120	1121	popular	popular	6.6	1.2122
1121	1122	proposal	proposal	6.6	1.7613
1122	1123	protected	protected	6.6	1.178
1123	1124	relatives	relatives	6.6	1.8626
1124	1125	rhymes	rhymes	6.6	1.6537
1125	1126	singers	singers	6.6	1.5908
1126	1127	specialty	specialty	6.6	1.2454
1127	1128	spirit	spirit	6.6	1.4983
1128	1129	starry	starry	6.6	1.666
1129	1130	stroll	stroll	6.6	1.3997
1130	1131	supported	supported	6.6	1.5386
1131	1132	therapeutic	therapeutic	6.6	1.5649
1132	1133	unlimited	unlimited	6.6	1.6288
1133	1134	visiting	visiting	6.6	1.2122
1134	1135	expressions	expressions	6.6	1.2965
1135	1136	efficiency	efficiency	6.59	1.3681
1136	1137	sleeps	sleeps	6.59	1.4708
1137	1138	vocals	vocals	6.59	1.4566
1138	1139	impress	impress	6.58	1.4708
1139	1140	sympathetic	sympathetic	6.58	1.7484
1140	1141	advance	advance	6.58	1.3262
1141	1142	advanced	advanced	6.58	1.0708
1142	1143	arts	arts	6.58	1.9388
1143	1144	available	available	6.58	1.0897
1144	1145	baking	baking	6.58	1.5661
1145	1146	classic	classic	6.58	1.5791
1146	1147	classical	classical	6.58	1.401
1147	1148	colour	colour	6.58	1.5265
1148	1149	drawing	drawing	6.58	1.1082
1149	1150	english	english	6.58	1.4859
1150	1151	exhibition	exhibition	6.58	1.4155
1151	1152	expecting	expecting	6.58	1.2469
1152	1153	fish	fish	6.58	1.7507
1153	1154	goodnight	goodnight	6.58	1.2469
1154	1155	invented	invented	6.58	1.0319
1155	1156	islands	islands	6.58	1.9493
1156	1157	language	language	6.58	1.2137
1157	1158	majesty	majesty	6.58	1.6914
1158	1159	me	me	6.58	1.4299
1159	1160	preferred	preferred	6.58	0.9495
1160	1161	radio	radio	6.58	1.6047
1161	1162	ready	ready	6.58	1.1622
1162	1163	relative	relative	6.58	1.2631
1163	1164	sale	sale	6.58	1.6424
1164	1165	solve	solve	6.58	1.2304
1165	1166	springs	springs	6.58	1.2469
1166	1167	student	student	6.58	1.2469
1167	1168	symphony	symphony	6.58	1.7507
1168	1169	traditions	traditions	6.58	1.6424
1169	1170	understood	understood	6.58	1.1796
1170	1171	upgrade	upgrade	6.58	1.1796
1171	1172	usa	usa	6.58	1.8416
1172	1173	saviour	saviour	6.57	1.5275
1173	1174	skill	skill	6.57	1.3385
1174	1175	belonged	belonged	6.56	1.2532
1175	1176	muscles	muscles	6.56	1.4053
1176	1177	able	able	6.56	1.248
1177	1178	ahaha	ahaha	6.56	1.728
1178	1179	butter	butter	6.56	1.514
1179	1180	circus	circus	6.56	1.9604
1180	1181	cosmic	cosmic	6.56	1.445
1181	1182	coupon	coupon	6.56	1.2316
1182	1183	diploma	diploma	6.56	1.7398
1183	1184	donations	donations	6.56	1.3118
1184	1185	e-mail	e-mail	6.56	1.2316
1185	1186	encore	encore	6.56	1.402
1186	1187	film	film	6.56	1.58
1187	1188	guidance	guidance	6.56	1.1278
1188	1189	illustration	illustration	6.56	1.2316
1189	1190	increase	increase	6.56	1.1095
1190	1191	international	international	6.56	1.2643
1191	1192	ipod	ipod	6.56	1.7515
1192	1193	morning	morning	6.56	1.95
1193	1194	natural	natural	6.56	1.4868
1194	1195	okay	okay	6.56	1.3118
1195	1196	preservation	preservation	6.56	1.248
1196	1197	progressive	progressive	6.56	1.3273
1197	1198	protection	protection	6.56	1.3273
1198	1199	raised	raised	6.56	1.2316
1199	1200	showers	showers	6.56	1.0529
1200	1201	tacos	tacos	6.56	1.4868
1201	1202	teach	teach	6.56	1.5539
1202	1203	traveler	traveler	6.56	1.445
1203	1204	understand	understand	6.56	1.7043
1204	1205	universities	universities	6.56	1.6801
1205	1206	worldwide	worldwide	6.56	1.2643
1206	1207	privileges	privileges	6.55	1.7207
1207	1208	accepted	accepted	6.54	1.4598
1208	1209	adoption	adoption	6.54	1.4598
1209	1210	asset	asset	6.54	1.6189
1210	1211	blanket	blanket	6.54	1.0919
1211	1212	cats	cats	6.54	2.0224
1212	1213	cleaned	cleaned	6.54	1.5147
1213	1214	coin	coin	6.54	1.1817
1214	1215	cooked	cooked	6.54	1.0919
1215	1216	crystal	crystal	6.54	1.5012
1216	1217	dawn	dawn	6.54	1.3881
1217	1218	dearly	dearly	6.54	1.2488
1218	1219	discovery	discovery	6.54	1.4172
1219	1220	done	done	6.54	1.4316
1220	1221	eager	eager	6.54	1.3126
1221	1222	emails	emails	6.54	1.1817
1222	1223	exercises	exercises	6.54	1.2969
1223	1224	found	found	6.54	1.1817
1224	1225	give	give	6.54	1.7286
1225	1226	groovy	groovy	6.54	1.7637
1226	1227	haven	haven	6.54	1.6439
1227	1228	invited	invited	6.54	1.2324
1228	1229	iphone	iphone	6.54	1.854
1229	1230	moral	moral	6.54	1.8649
1230	1231	nephew	nephew	6.54	1.6189
1231	1232	orange	orange	6.54	1.8649
1232	1233	overcome	overcome	6.54	1.6686
1233	1234	pays	pays	6.54	1.7404
1234	1235	potato	potato	6.54	0.9304
1235	1236	premiere	premiere	6.54	1.5147
1236	1237	pride	pride	6.54	1.7404
1237	1238	receiving	receiving	6.54	1.2324
1238	1239	recognition	recognition	6.54	1.1817
1239	1240	reindeer	reindeer	6.54	1.8318
1240	1241	right	right	6.54	1.2651
1241	1242	rising	rising	6.54	1.1104
1242	1243	save	save	6.54	1.1643
1243	1244	scholars	scholars	6.54	1.2969
1244	1245	shelter	shelter	6.54	1.3126
1245	1246	solar	solar	6.54	1.4172
1246	1247	spontaneous	spontaneous	6.54	1.3584
1247	1248	tasting	tasting	6.54	1.1466
1248	1249	ultimate	ultimate	6.54	1.2324
1249	1250	visit	visit	6.54	1.1988
1250	1251	advantages	advantages	6.53	1.3709
1251	1252	sailed	sailed	6.53	1.5289
1252	1253	feather	feather	6.52	1.3207
1253	1254	ambitious	ambitious	6.52	1.2493
1254	1255	baker	baker	6.52	1.4177
1255	1256	brain	brain	6.52	1.5285
1256	1257	champ	champ	6.52	1.8653
1257	1258	communication	communication	6.52	1.7984
1258	1259	compensation	compensation	6.52	1.6932
1259	1260	ease	ease	6.52	1.5939
1260	1261	ethics	ethics	6.52	1.3589
1261	1262	extra	extra	6.52	1.4032
1262	1263	fries	fries	6.52	1.3738
1263	1264	growing	growing	6.52	0.9947
1264	1265	guest	guest	6.52	1.5016
1265	1266	incredibly	incredibly	6.52	1.313
1266	1267	initiative	initiative	6.52	1.1993
1267	1268	jesus	jesus	6.52	1.9298
1268	1269	lips	lips	6.52	1.2656
1269	1270	literature	literature	6.52	1.7984
1270	1271	nights	nights	6.52	1.5151
1271	1272	phenomenon	phenomenon	6.52	1.1822
1272	1273	planet	planet	6.52	1.555
1273	1274	poem	poem	6.52	1.581
1274	1275	poet	poet	6.52	1.0736
1275	1276	prefer	prefer	6.52	1.0349
1276	1277	read	read	6.52	1.581
1277	1278	sang	sang	6.52	1.313
1278	1279	soup	soup	6.52	1.6689
1279	1280	surf	surf	6.52	1.3738
1280	1281	swimming	swimming	6.52	1.2162
1281	1282	videos	videos	6.52	1.581
1282	1283	wings	wings	6.52	1.2816
1283	1284	world	world	6.52	1.6567
1284	1285	amore	amore	6.51	1.7335
1285	1286	bounce	bounce	6.51	1.5017
1286	1287	cultures	cultures	6.51	1.6724
1287	1288	eden	eden	6.51	1.5562
1288	1289	interaction	interaction	6.51	1.2268
1289	1290	mercedes	mercedes	6.51	1.9485
1290	1291	velvet	velvet	6.51	1.2603
1291	1292	balanced	balanced	6.51	1.4384
1292	1293	agriculture	agriculture	6.5	1.2976
1293	1294	allies	allies	6.5	1.2495
1294	1295	americans	americans	6.5	1.6933
1295	1296	bells	bells	6.5	1.185
1296	1297	chips	chips	6.5	1.3887
1297	1298	contribute	contribute	6.5	1.359
1298	1299	couples	couples	6.5	1.1995
1299	1300	cousins	cousins	6.5	1.4321
1300	1301	deals	deals	6.5	1.5811
1301	1302	determined	determined	6.5	1.5286
1302	1303	eaten	eaten	6.5	1.2164
1303	1304	fame	fame	6.5	1.7409
1304	1305	gives	gives	6.5	1.2817
1305	1306	hire	hire	6.5	1.3439
1306	1307	innocence	innocence	6.5	1.7291
1307	1308	ipad	ipad	6.5	1.8098
1308	1309	leadership	leadership	6.5	1.594
1309	1310	legend	legend	6.5	1.4321
1310	1311	lounge	lounge	6.5	1.3439
1311	1312	mature	mature	6.5	1.2657
1312	1313	newest	newest	6.5	1.5551
1313	1314	newly	newly	6.5	1.2495
1314	1315	performing	performing	6.5	1.3132
1315	1316	receive	receive	6.5	1.1112
1316	1317	recipe	recipe	6.5	1.4463
1317	1318	roast	roast	6.5	1.4463
1318	1319	starting	starting	6.5	1.0546
1319	1320	stunning	stunning	6.5	2.1783
1320	1321	tales	tales	6.5	1.594
1321	1322	elder	elder	6.49	1.309
1322	1323	grows	grows	6.49	1.3559
1323	1324	herb	herb	6.49	1.7093
1324	1325	illustrations	illustrations	6.49	1.4012
1325	1326	rays	rays	6.49	1.416
1326	1327	relevant	relevant	6.49	1.0433
1327	1328	sanity	sanity	6.49	1.3712
1328	1329	acoustic	acoustic	6.48	1.4462
1329	1330	always	always	6.48	1.2493
1330	1331	answers	answers	6.48	1.1471
1331	1332	bible	bible	6.48	1.9403
1332	1333	boost	boost	6.48	1.2329
1333	1334	clap	clap	6.48	1.6567
1334	1335	dining	dining	6.48	1.7524
1335	1336	electronics	electronics	6.48	1.1993
1336	1337	exclusive	exclusive	6.48	1.4602
1337	1338	family's	family's	6.48	2.0627
1338	1339	gathering	gathering	6.48	1.2329
1339	1340	hehe	hehe	6.48	1.6932
1340	1341	humble	humble	6.48	1.2974
1341	1342	information	information	6.48	1.0544
1342	1343	italian	italian	6.48	1.6318
1343	1344	library	library	6.48	1.764
1344	1345	mate	mate	6.48	1.7756
1345	1346	modern	modern	6.48	1.1822
1346	1347	offers	offers	6.48	1.555
1347	1348	paperbacks	paperbacks	6.48	1.8097
1348	1349	perform	perform	6.48	1.2329
1349	1350	poems	poems	6.48	1.568
1350	1351	potatoes	potatoes	6.48	1.1471
1351	1352	prayer	prayer	6.48	2.2061
1352	1353	pumpkin	pumpkin	6.48	1.7407
1353	1354	restored	restored	6.48	1.2162
1354	1355	rights	rights	6.48	1.555
